Name,Latitude,Longtitude,Possibility,Time
European Robin,51.5261627,6.6995308,82,2016-09-09
European Robin,51.5295835,6.8669964,75,2016-09-11
European Robin,51.5295835,6.8669964,98,2016-09-24
Common Firecrest,51.5295835,6.8669964,97,2016-09-24
Gray Heron,51.5287913,6.7049861,97,2016-09-09
Great Cormorant,51.5295835,6.8669964,83,2016-09-11
Great Tit,51.5261627,6.6995308,80,2016-09-09
Great Tit,51.5295835,6.8669964,92,2016-09-24
Great Tit,51.5295835,6.8669964,98,2016-09-11
Great Spotted Woodpecker,51.5295835,6.8669964,96,2016-09-24
Great Spotted Woodpecker,51.5295835,6.8669964,98,2016-09-11
Herring Gull,51.5261627,6.6995308,78,2016-09-09
Long-tailed Tit,51.5295835,6.8669964,86,2016-09-11
Long-tailed Tit,51.5295835,6.8669964,78,2016-09-24
Mallard,51.5261627,6.6995308,95,2016-09-09
Mute Swan,51.5287913,6.7049861,78,2016-09-09
Short-toed Treecreeper,51.5295835,6.8669964,89,2016-09-11
Song Thrush,51.5295835,6.8669964,90,2016-09-11
Song Thrush,51.5295835,6.8669964,95,2016-09-24
White Wagtail,51.5261627,6.6995308,84,2016-09-09
White Wagtail,51.5287913,6.7049861,98,2016-09-09
Eurasian Wren,51.5295835,6.8669964,98,2016-09-11
Eurasian Wren,51.5295835,6.8669964,84,2016-09-24
Eurasian Blue Tit,51.5295835,6.8669964,92,2016-10-03
Eurasian Blue Tit,51.5295835,6.8669964,95,2016-10-09
Eurasian Blue Tit,51.5295835,6.8669964,80,2016-10-22
Eurasian Blue Tit,51.5295835,6.8669964,85,2016-10-29
Carrion Crow,51.5295835,6.8669964,83,2016-10-03
Carrion Crow,51.5311952,6.8691287,98,2016-10-11
Carrion Crow,51.5295835,6.8669964,91,2016-10-08
Carrion Crow,51.5295835,6.8669964,91,2016-10-10
Carrion Crow,51.5295835,6.8669964,92,2016-10-22
Common Buzzard,51.5295835,6.8669964,97,2016-10-03
Common Buzzard,51.5295835,6.8669964,95,2016-10-09
Common Buzzard,51.5295835,6.8669964,82,2016-10-29
Common Chaffinch,51.5295835,6.8669964,97,2016-10-29
Common Chiffchaff,51.5295835,6.8669964,78,2016-10-03
Common Chiffchaff,51.5295835,6.8669964,90,2016-10-08
Common Chiffchaff,51.5295835,6.8669964,85,2016-10-22
Common Chiffchaff,51.5295835,6.8669964,96,2016-10-10
Common Raven,51.5311952,6.8691287,94,2016-10-11
Common Raven,51.5295835,6.8669964,82,2016-10-22
Common Raven,51.5295835,6.8669964,81,2016-10-03
Common Raven,51.5295835,6.8669964,91,2016-10-29
Common Raven,51.5295835,6.8669964,78,2016-10-12
Common Wood-Pigeon,51.5295835,6.8669964,87,2016-10-03
Common Wood-Pigeon,51.5311952,6.8691287,86,2016-10-11
Common Wood-Pigeon,51.5295835,6.8669964,75,2016-10-08
Common Wood-Pigeon,51.5295835,6.8669964,90,2016-10-09
Common Wood-Pigeon,51.5295835,6.8669964,75,2016-10-10
Common Wood-Pigeon,51.5295835,6.8669964,96,2016-10-29
Common Wood-Pigeon,51.5295835,6.8669964,92,2016-10-12
Dunnock,51.5295835,6.8669964,91,2016-10-22
Dunnock,51.5295835,6.8669964,88,2016-10-09
Eurasian Collared-Dove,51.5295835,6.8669964,78,2016-10-10
Eurasian Collared-Dove,51.5311952,6.8691287,96,2016-10-11
Eurasian Blackbird,51.5311952,6.8691287,90,2016-10-11
Eurasian Blackbird,51.5295835,6.8669964,88,2016-10-08
Eurasian Blackbird,51.5295835,6.8669964,79,2016-10-22
Eurasian Blackbird,51.5295835,6.8669964,87,2016-10-03
Eurasian Blackbird,51.5295835,6.8669964,77,2016-10-09
Eurasian Blackbird,51.5295835,6.8669964,94,2016-10-10
Eurasian Blackbird,51.5295835,6.8669964,96,2016-10-29
Eurasian Blackbird,51.5295835,6.8669964,98,2016-10-12
Eurasian Bullfinch,51.5295835,6.8669964,76,2016-10-22
Eurasian Bullfinch,51.5295835,6.8669964,93,2016-10-09
Eurasian Bullfinch,51.5295835,6.8669964,95,2016-10-10
Eurasian Bullfinch,51.5295835,6.8669964,81,2016-10-29
Eurasian Bullfinch,51.5295835,6.8669964,77,2016-10-12
European Goldfinch,51.5311952,6.8691287,99,2016-10-11
European Greenfinch,51.5295835,6.8669964,93,2016-10-22
European Greenfinch,51.5295835,6.8669964,84,2016-10-29
Eurasian Jackdaw,51.5311952,6.8691287,87,2016-10-11
Eurasian Jackdaw,51.5295835,6.8669964,94,2016-10-09
Eurasian Jackdaw,51.5295835,6.8669964,89,2016-10-10
Eurasian Jackdaw,51.5295835,6.8669964,81,2016-10-29
Eurasian Jackdaw,51.5295835,6.8669964,76,2016-10-12
Eurasian Jay,51.5295835,6.8669964,86,2016-10-08
Eurasian Jay,51.5295835,6.8669964,85,2016-10-22
Eurasian Jay,51.5295835,6.8669964,91,2016-10-03
Eurasian Jay,51.5295835,6.8669964,95,2016-10-09
Eurasian Jay,51.5295835,6.8669964,83,2016-10-29
Eurasian Jay,51.5295835,6.8669964,93,2016-10-12
Eurasian Jay,51.5295835,6.8669964,97,2016-10-10
Eurasian Kestrel,51.5295835,6.8669964,84,2016-10-09
Eurasian Magpie,51.5295835,6.8669964,81,2016-10-29
Eurasian Magpie,51.5295835,6.8669964,87,2016-10-09
Eurasian Magpie,51.5311952,6.8691287,80,2016-10-11
Eurasian Magpie,51.5295835,6.8669964,82,2016-10-08
Eurasian Magpie,51.5295835,6.8669964,80,2016-10-03
Eurasian Magpie,51.5295835,6.8669964,89,2016-10-10
Eurasian Magpie,51.5295835,6.8669964,75,2016-10-12
Eurasian Nuthatch,51.5295835,6.8669964,89,2016-10-22
European Robin,51.5295835,6.8669964,78,2016-10-10
European Robin,51.5311952,6.8691287,82,2016-10-11
European Robin,51.5295835,6.8669964,78,2016-10-08
European Robin,51.5295835,6.8669964,79,2016-10-22
European Robin,51.5295835,6.8669964,90,2016-10-03
European Robin,51.5295835,6.8669964,82,2016-10-09
European Robin,51.5295835,6.8669964,87,2016-10-29
European Robin,51.5295835,6.8669964,77,2016-10-12
European Starling,51.5311952,6.8691287,87,2016-10-11
European Starling,51.5295835,6.8669964,93,2016-10-12
Graylag Goose,51.5295835,6.8669964,88,2016-10-08
Great Tit,51.5311952,6.8691287,78,2016-10-11
Great Tit,51.5295835,6.8669964,90,2016-10-12
Great Tit,51.5295835,6.8669964,80,2016-10-08
Great Tit,51.5295835,6.8669964,76,2016-10-03
Great Tit,51.5295835,6.8669964,92,2016-10-10
Great Tit,51.5295835,6.8669964,82,2016-10-29
Great Tit,51.5295835,6.8669964,89,2016-10-09
Great Tit,51.5295835,6.8669964,87,2016-10-22
Eurasian Green Woodpecker,51.5295835,6.8669964,85,2016-10-12
Eurasian Green Woodpecker,51.5295835,6.8669964,92,2016-10-22
Eurasian Green Woodpecker,51.5295835,6.8669964,88,2016-10-09
Eurasian Green Woodpecker,51.5295835,6.8669964,97,2016-10-29
Great Spotted Woodpecker,51.5295835,6.8669964,78,2016-10-08
Great Spotted Woodpecker,51.5295835,6.8669964,97,2016-10-22
Great Spotted Woodpecker,51.5295835,6.8669964,82,2016-10-12
Greater White-fronted Goose,51.5311952,6.8691287,85,2016-10-11
Greater White-fronted Goose,51.5295835,6.8669964,79,2016-10-22
Greater White-fronted Goose,51.5295835,6.8669964,94,2016-10-12
Greater White-fronted Goose,51.5295835,6.8669964,97,2016-10-29
House Sparrow,51.5295835,6.8669964,84,2016-10-29
House Sparrow,51.5295835,6.8669964,97,2016-10-09
House Sparrow,51.5295835,6.8669964,86,2016-10-10
Long-tailed Tit,51.5295835,6.8669964,95,2016-10-29
Long-tailed Tit,51.5295835,6.8669964,97,2016-10-09
Long-tailed Tit,51.5295835,6.8669964,80,2016-10-10
Long-tailed Tit,51.5295835,6.8669964,91,2016-10-29
Northern Goshawk,51.5295835,6.8669964,85,2016-10-29
Northern Goshawk,51.5295835,6.8669964,98,2016-10-08
Northern Goshawk,51.5295835,6.8669964,89,2016-10-22
Osprey,51.5295835,6.8669964,95,2016-10-22
Redwing,51.5295835,6.8669964,93,2016-10-22
Redwing,51.5295835,6.8669964,83,2016-10-08
Redwing,51.5295835,6.8669964,79,2016-10-09
Redwing,51.5295835,6.8669964,85,2016-10-29
Song Thrush,51.5295835,6.8669964,98,2016-10-03
Song Thrush,51.5295835,6.8669964,77,2016-10-22
Song Thrush,51.5295835,6.8669964,90,2016-10-09
Song Thrush,51.5295835,6.8669964,88,2016-10-12
Song Thrush,51.5295835,6.8669964,95,2016-10-08
Eurasian Wren,51.5295835,6.8669964,75,2016-10-08
Eurasian Wren,51.5311952,6.8691287,95,2016-10-11
Eurasian Wren,51.5295835,6.8669964,97,2016-10-22
Eurasian Wren,51.5295835,6.8669964,75,2016-10-03
Eurasian Wren,51.5295835,6.8669964,76,2016-10-09
Eurasian Wren,51.5295835,6.8669964,87,2016-10-10
Eurasian Wren,51.5295835,6.8669964,79,2016-10-29
Eurasian Wren,51.5295835,6.8669964,86,2016-10-12
Eurasian Blue Tit,51.4466712,6.8591052,96,2016-11-20
Eurasian Blue Tit,51.5295835,6.8669964,78,2016-11-06
Eurasian Blue Tit,51.5295835,6.8669964,78,2016-11-12
Eurasian Blue Tit,51.5295835,6.8669964,87,2016-11-19
Eurasian Blue Tit,51.5295835,6.8669964,86,2016-11-05
Carrion Crow,51.5295835,6.8669964,81,2016-11-19
Carrion Crow,51.5295835,6.8669964,84,2016-11-01
Carrion Crow,51.5295835,6.8669964,83,2016-11-05
Common Buzzard,51.5295835,6.8669964,89,2016-11-19
Common Buzzard,51.5295835,6.8669964,83,2016-11-01
Common Buzzard,51.5295835,6.8669964,82,2016-11-06
Common Chaffinch,51.4466712,6.8591052,92,2016-11-20
Common Chaffinch,51.5295835,6.8669964,85,2016-11-12
Common Chaffinch,51.5295835,6.8669964,99,2016-11-19
Common Chiffchaff,51.5295835,6.8669964,89,2016-11-19
Common Crane,51.5295835,6.8669964,92,2016-11-12
Common Wood-Pigeon,51.5295835,6.8669964,75,2016-11-05
Common Wood-Pigeon,51.5295835,6.8669964,87,2016-11-12
Common Wood-Pigeon,51.5295835,6.8669964,95,2016-11-19
Common Wood-Pigeon,51.5295835,6.8669964,88,2016-11-06
Common Wood-Pigeon,51.5295835,6.8669964,81,2016-11-01
Dunnock,51.4466712,6.8591052,82,2016-11-26
Dunnock,51.5295835,6.8669964,94,2016-11-05
Dunnock,51.5295835,6.8669964,98,2016-11-12
Dunnock,51.5295835,6.8669964,88,2016-11-19
Eurasian Collared-Dove,51.4466712,6.8591052,97,2016-11-20
Eurasian Collared-Dove,51.4466712,6.8591052,94,2016-11-26
Eurasian Blackbird,51.5295835,6.8669964,96,2016-11-05
Eurasian Blackbird,51.5295835,6.8669964,94,2016-11-12
Eurasian Blackbird,51.5295835,6.8669964,78,2016-11-19
Eurasian Blackbird,51.5295835,6.8669964,75,2016-11-01
Eurasian Blackbird,51.5295835,6.8669964,92,2016-11-06
Eurasian Bullfinch,51.5295835,6.8669964,78,2016-11-12
Eurasian Bullfinch,51.5295835,6.8669964,83,2016-11-19
Eurasian Bullfinch,51.5295835,6.8669964,89,2016-11-06
European Goldfinch,51.5295835,6.8669964,94,2016-11-19
European Greenfinch,51.5295835,6.8669964,83,2016-11-05
Eurasian Jackdaw,51.4466712,6.8591052,96,2016-11-26
Eurasian Jay,51.5295835,6.8669964,92,2016-11-19
Eurasian Jay,51.5295835,6.8669964,77,2016-11-06
Eurasian Jay,51.5295835,6.8669964,79,2016-11-05
Eurasian Jay,51.5295835,6.8669964,86,2016-11-12
Eurasian Magpie,51.4466712,6.8591052,96,2016-11-26
Eurasian Magpie,51.4466712,6.8591052,91,2016-11-20
Eurasian Magpie,51.5295835,6.8669964,93,2016-11-05
Eurasian Magpie,51.5295835,6.8669964,83,2016-11-12
Eurasian Magpie,51.5295835,6.8669964,87,2016-11-19
Eurasian Magpie,51.5295835,6.8669964,81,2016-11-01
Eurasian Magpie,51.5295835,6.8669964,87,2016-11-06
European Robin,51.5295835,6.8669964,77,2016-11-05
European Robin,51.5295835,6.8669964,80,2016-11-12
European Robin,51.5295835,6.8669964,88,2016-11-19
European Robin,51.5295835,6.8669964,95,2016-11-01
European Robin,51.5295835,6.8669964,75,2016-11-06
European Starling,51.5295835,6.8669964,88,2016-11-19
European Starling,51.5295835,6.8669964,84,2016-11-01
European Starling,51.5295835,6.8669964,80,2016-11-06
Goldcrest,51.5295835,6.8669964,89,2016-11-05
Goldcrest,51.5295835,6.8669964,78,2016-11-12
Great Tit,51.4466712,6.8591052,81,2016-11-20
Great Tit,51.5295835,6.8669964,87,2016-11-12
Great Tit,51.4466712,6.8591052,76,2016-11-15
Great Tit,51.5295835,6.8669964,89,2016-11-05
Great Tit,51.5295835,6.8669964,97,2016-11-01
Great Tit,51.5295835,6.8669964,85,2016-11-06
Great Tit,51.5295835,6.8669964,85,2016-11-19
Eurasian Green Woodpecker,51.5295835,6.8669964,81,2016-11-05
Eurasian Green Woodpecker,51.5295835,6.8669964,79,2016-11-01
Great Spotted Woodpecker,51.5295835,6.8669964,90,2016-11-19
Great Spotted Woodpecker,51.5295835,6.8669964,86,2016-11-06
House Sparrow,51.4466712,6.8591052,91,2016-11-20
House Sparrow,51.5295835,6.8669964,76,2016-11-05
Marsh Tit,51.5295835,6.8669964,96,2016-11-19
Northern Goshawk,51.5295835,6.8669964,88,2016-11-12
Redwing,51.5295835,6.8669964,84,2016-11-05
Redwing,51.5295835,6.8669964,82,2016-11-06
Redwing,51.5295835,6.8669964,82,2016-11-19
Redwing,51.5295835,6.8669964,83,2016-11-12
Song Thrush,51.5295835,6.8669964,85,2016-11-12
Song Thrush,51.5295835,6.8669964,94,2016-11-05
Song Thrush,51.5295835,6.8669964,93,2016-11-06
Eurasian Wren,51.5295835,6.8669964,93,2016-11-05
Eurasian Wren,51.5295835,6.8669964,77,2016-11-19
Eurasian Wren,51.5295835,6.8669964,95,2016-11-01
Eurasian Wren,51.5295835,6.8669964,90,2016-11-06
Black-headed Gull,51.4826114,6.8218075,86,2016-12-10
Black-headed Gull,51.4865737,6.8360998,87,2016-12-08
Canada Goose,51.4826114,6.8218075,93,2016-12-10
Caspian Gull,51.4865737,6.8360998,97,2016-12-08
Common Buzzard,51.4826114,6.8218075,82,2016-12-10
Great Cormorant,51.4826114,6.8218075,92,2016-12-10
Herring Gull,51.4865737,6.8360998,92,2016-12-08
Herring Gull,51.4826114,6.8218075,94,2016-12-10
Lesser Black-backed Gull,51.4826114,6.8218075,82,2016-12-10
Little Gull,51.4826114,6.8218075,93,2016-12-10
Mallard,51.4826114,6.8218075,79,2016-12-10
Mew Gull,51.4865737,6.8360998,86,2016-12-08
Mew Gull,51.4826114,6.8218075,86,2016-12-10
Mute Swan,51.4826114,6.8218075,84,2016-12-10
Northern Goshawk,51.4826114,6.8218075,95,2016-12-10
Black-headed Gull,51.4826114,6.8218075,75,2017-01-25
Black-headed Gull,51.4826114,6.8218075,77,2017-01-22
Eurasian Blue Tit,51.5305057,6.8586367,79,2017-01-18
Eurasian Blue Tit,51.5295835,6.8669964,92,2017-01-18
Eurasian Blue Tit,51.4840283,6.8176096,82,2017-01-25
Common Buzzard,51.5305057,6.8586367,76,2017-01-18
Common Chaffinch,51.4826114,6.8218075,83,2017-01-22
Common Chaffinch,51.5305057,6.8586367,98,2017-01-18
Common Chaffinch,51.5295835,6.8669964,96,2017-01-18
Common Raven,51.5295835,6.8669964,79,2017-01-18
Common Raven,51.5305057,6.8586367,87,2017-01-18
Common Wood-Pigeon,51.5305057,6.8586367,85,2017-01-18
Common Wood-Pigeon,51.5295835,6.8669964,83,2017-01-18
Common Wood-Pigeon,51.4840283,6.8176096,94,2017-01-25
Egyptian Goose,51.4826114,6.8218075,91,2017-01-22
Eurasian Blackbird,51.4826114,6.8218075,93,2017-01-22
Eurasian Blackbird,51.5305057,6.8586367,89,2017-01-18
Eurasian Blackbird,51.5295835,6.8669964,90,2017-01-18
Eurasian Blackbird,51.4840283,6.8176096,87,2017-01-25
Eurasian Bullfinch,51.4826114,6.8218075,76,2017-01-22
Eurasian Bullfinch,51.5305057,6.8586367,76,2017-01-18
Eurasian Bullfinch,51.5295835,6.8669964,90,2017-01-18
European Greenfinch,51.5305057,6.8586367,92,2017-01-18
Eurasian Jay,51.5305057,6.8586367,94,2017-01-18
Eurasian Jay,51.4840283,6.8176096,84,2017-01-25
Eurasian Magpie,51.5305057,6.8586367,82,2017-01-18
Eurasian Magpie,51.5295835,6.8669964,93,2017-01-18
Eurasian Nuthatch,51.5305057,6.8586367,75,2017-01-18
European Robin,51.4826114,6.8218075,87,2017-01-22
European Robin,51.5305057,6.8586367,95,2017-01-18
European Robin,51.5295835,6.8669964,86,2017-01-18
European Robin,51.4840283,6.8176096,79,2017-01-25
Eurasian Siskin,51.5305057,6.8586367,89,2017-01-18
Eurasian Sparrowhawk,51.4840283,6.8176096,95,2017-01-25
Gadwall,51.4826114,6.8218075,86,2017-01-25
Goldcrest,51.5295835,6.8669964,80,2017-01-18
Graylag Goose,51.5305057,6.8586367,88,2017-01-18
Great Cormorant,51.4826114,6.8218075,80,2017-01-25
Great Cormorant,51.4826114,6.8218075,87,2017-01-22
Great Tit,51.4826114,6.8218075,90,2017-01-22
Great Tit,51.5305057,6.8586367,92,2017-01-18
Great Tit,51.5295835,6.8669964,77,2017-01-18
Great Tit,51.4840283,6.8176096,87,2017-01-25
Eurasian Green Woodpecker,51.501262,6.8715893,79,2017-01-19
Eurasian Green Woodpecker,51.4840283,6.8176096,84,2017-01-25
Great Spotted Woodpecker,51.5305057,6.8586367,89,2017-01-18
Herring Gull,51.4826114,6.8218075,93,2017-01-22
Long-tailed Tit,51.5305057,6.8586367,81,2017-01-18
Mallard,51.4826114,6.8218075,90,2017-01-22
Mallard,51.4826114,6.8218075,81,2017-01-25
Mew Gull,51.4826114,6.8218075,85,2017-01-25
Mew Gull,51.4826114,6.8218075,83,2017-01-22
Mute Swan,51.4826114,6.8218075,82,2017-01-22
Northern Goshawk,51.4826114,6.8218075,97,2017-01-22
Redwing,51.5305057,6.8586367,82,2017-01-18
Eurasian Wren,51.5305057,6.8586367,88,2017-01-18
Eurasian Wren,51.5295835,6.8669964,78,2017-01-18
Eurasian Blue Tit,51.5295835,6.8669964,87,2017-02-01
Common Buzzard,51.5295835,6.8669964,88,2017-02-01
Common Chaffinch,51.5295835,6.8669964,77,2017-02-01
Eurasian Moorhen,51.5187842,6.8711289,83,2017-02-04
Common Raven,51.5295835,6.8669964,91,2017-02-01
Common Wood-Pigeon,51.5295835,6.8669964,96,2017-02-01
Eurasian Blackbird,51.5295835,6.8669964,90,2017-02-01
Eurasian Bullfinch,51.5295835,6.8669964,86,2017-02-01
Eurasian Coot,51.3838268,6.8014739,86,2017-02-19
European Goldfinch,51.5295835,6.8669964,75,2017-02-01
Eurasian Jay,51.5295835,6.8669964,97,2017-02-01
Eurasian Magpie,51.5295835,6.8669964,98,2017-02-01
Eurasian Nuthatch,51.5187842,6.8711289,99,2017-02-04
European Robin,51.5295835,6.8669964,96,2017-02-01
Goldcrest,51.3838268,6.8014739,96,2017-02-19
Great Crested Grebe,51.3838268,6.8014739,97,2017-02-19
Great Tit,51.3838268,6.8014739,98,2017-02-19
Great Tit,51.5295835,6.8669964,75,2017-02-01
Great Spotted Woodpecker,51.5295835,6.8669964,79,2017-02-01
House Sparrow,51.5295835,6.8669964,87,2017-02-01
Mallard,51.5187842,6.8711289,99,2017-02-04
Mallard,51.3838268,6.8014739,83,2017-02-19
Mallard,51.5295835,6.8669964,93,2017-02-01
Marsh Tit,51.5295835,6.8669964,86,2017-02-01
Song Thrush,51.5295835,6.8669964,87,2017-02-01
Willow Tit,51.5295835,6.8669964,77,2017-02-01
Eurasian Wren,51.5187842,6.8711289,84,2017-02-04
Eurasian Wren,51.5295835,6.8669964,99,2017-02-01
Eurasian Blue Tit,51.3506386,6.8643509,75,2017-03-31
Eurasian Blue Tit,51.5295835,6.8669964,88,2017-03-11
Carrion Crow,51.3506386,6.8643509,99,2017-03-31
Carrion Crow,51.5305057,6.8586367,99,2017-03-11
Common Buzzard,51.5295835,6.8669964,79,2017-03-11
Common Chaffinch,51.5305057,6.8586367,81,2017-03-11
Common Chaffinch,51.5295835,6.8669964,91,2017-03-11
Common Chiffchaff,51.3506386,6.8643509,88,2017-03-31
Common Wood-Pigeon,51.3506386,6.8643509,81,2017-03-31
Common Wood-Pigeon,51.5305057,6.8586367,94,2017-03-11
Dunnock,51.3506386,6.8643509,80,2017-03-31
Eurasian Blackbird,51.3506386,6.8643509,76,2017-03-31
Eurasian Blackbird,51.5305057,6.8586367,94,2017-03-11
Eurasian Bullfinch,51.5305057,6.8586367,85,2017-03-11
Eurasian Bullfinch,51.5295835,6.8669964,97,2017-03-11
Eurasian Kestrel,51.3506386,6.8643509,90,2017-03-31
Eurasian Magpie,51.3506386,6.8643509,78,2017-03-31
Eurasian Magpie,51.5295835,6.8669964,76,2017-03-11
Eurasian Nuthatch,51.5295835,6.8669964,97,2017-03-11
European Robin,51.5305057,6.8586367,96,2017-03-11
European Robin,51.3506386,6.8643509,76,2017-03-31
European Robin,51.5295835,6.8669964,76,2017-03-11
Gray Heron,51.5295835,6.8669964,99,2017-03-11
Great Tit,51.3506386,6.8643509,90,2017-03-31
Great Tit,51.5295835,6.8669964,79,2017-03-11
Great Tit,51.5305057,6.8586367,75,2017-03-11
Mallard,51.5295835,6.8669964,93,2017-03-11
Marsh Tit,51.5295835,6.8669964,86,2017-03-11
Redwing,51.5305057,6.8586367,87,2017-03-11
Redwing,51.5295835,6.8669964,84,2017-03-11
Song Thrush,51.5305057,6.8586367,78,2017-03-11
Song Thrush,51.5295835,6.8669964,83,2017-03-11
White Wagtail,51.3506386,6.8643509,81,2017-03-31
Barn Swallow,51.5261627,6.6995308,77,2017-04-15
Eurasian Blackcap,51.4843402,6.8727569,94,2017-04-16
Carrion Crow,51.5261627,6.6995308,90,2017-04-15
Carrion Crow,51.5261627,6.6995308,96,2017-04-13
Carrion Crow,51.4843402,6.8727569,95,2017-04-16
Common Chiffchaff,51.5261627,6.6995308,90,2017-04-15
Common Chiffchaff,51.5261627,6.6995308,91,2017-04-13
Common Shelduck,51.5261627,6.6995308,85,2017-04-13
Common Wood-Pigeon,51.5261627,6.6995308,92,2017-04-15
Common Wood-Pigeon,51.5261627,6.6995308,78,2017-04-13
Common Wood-Pigeon,51.4843402,6.8727569,94,2017-04-16
Eurasian Blackbird,51.5261627,6.6995308,76,2017-04-15
Eurasian Blackbird,51.5261627,6.6995308,75,2017-04-13
Eurasian Jackdaw,51.5261627,6.6995308,80,2017-04-15
Eurasian Magpie,51.5261627,6.6995308,84,2017-04-13
Eurasian Magpie,51.4843402,6.8727569,89,2017-04-16
Eurasian Oystercatcher,51.5261627,6.6995308,76,2017-04-15
European Robin,51.5261627,6.6995308,96,2017-04-13
Graylag Goose,51.5261627,6.6995308,88,2017-04-15
Gray Heron,51.4843402,6.8727569,87,2017-04-16
Great Cormorant,51.5261627,6.6995308,80,2017-04-15
Mallard,51.5261627,6.6995308,75,2017-04-13
Mallard,51.5261627,6.6995308,92,2017-04-15
Mew Gull,51.5261627,6.6995308,77,2017-04-13
Mew Gull,51.5261627,6.6995308,86,2017-04-15
Mistle Thrush,51.4765361,6.8705018,94,2017-04-25
Mute Swan,51.5261627,6.6995308,81,2017-04-15
Mute Swan,51.5261627,6.6995308,96,2017-04-13
Common Swift,51.4765215,6.8691348,78,2017-05-08
Mistle Thrush,51.4765215,6.8691348,79,2017-05-11
Barnacle Goose,51.5214539,6.8386303,86,2017-06-08
Eurasian Blackcap,51.5214539,6.8386303,87,2017-06-08
Eurasian Blue Tit,51.5214539,6.8386303,76,2017-06-08
Canada Goose,51.5214539,6.8386303,84,2017-06-08
Carrion Crow,51.5214539,6.8386303,92,2017-06-08
Common Wood-Pigeon,51.5214539,6.8386303,93,2017-06-08
Egyptian Goose,51.5214539,6.8386303,85,2017-06-08
Eurasian Blackbird,51.5214539,6.8386303,99,2017-06-08
Eurasian Coot,51.5214539,6.8386303,76,2017-06-08
Eurasian Magpie,51.5214539,6.8386303,86,2017-06-08
Eurasian Nuthatch,51.5214539,6.8386303,89,2017-06-08
European Robin,51.5214539,6.8386303,97,2017-06-08
Gray Heron,51.5214539,6.8386303,83,2017-06-08
Great Tit,51.5214539,6.8386303,97,2017-06-08
Great Spotted Woodpecker,51.5214539,6.8386303,97,2017-06-08
Mallard,51.5214539,6.8386303,79,2017-06-08
Barnacle Goose,51.5261627,6.6995308,79,2017-12-01
Black-headed Gull,51.5261627,6.6995308,95,2017-12-01
Black-headed Gull,51.5261627,6.6995308,89,2017-12-04
Canada Goose,51.5261627,6.6995308,82,2017-12-01
Canada Goose,51.5261627,6.6995308,92,2017-12-04
Carrion Crow,51.5261627,6.6995308,76,2017-12-01
Carrion Crow,51.5261627,6.6995308,91,2017-12-04
Common Buzzard,51.5261627,6.6995308,92,2017-12-01
Egyptian Goose,51.5261627,6.6995308,94,2017-12-01
Eurasian Blackbird,51.5261627,6.6995308,77,2017-12-01
Eurasian Jackdaw,51.5261627,6.6995308,79,2017-12-04
Eurasian Jackdaw,51.5261627,6.6995308,76,2017-12-01
Eurasian Kestrel,51.5261627,6.6995308,90,2017-12-04
Eurasian Magpie,51.5261627,6.6995308,88,2017-12-01
Eurasian Magpie,51.5261627,6.6995308,99,2017-12-04
European Starling,51.5261627,6.6995308,88,2017-12-01
Eurasian Wigeon,51.5261627,6.6995308,79,2017-12-01
Eurasian Wigeon,51.5261627,6.6995308,78,2017-12-04
Graylag Goose,51.5261627,6.6995308,99,2017-12-01
Graylag Goose,51.5261627,6.6995308,83,2017-12-04
Gray Heron,51.5261627,6.6995308,93,2017-12-01
Gray Heron,51.5261627,6.6995308,90,2017-12-04
Great Crested Grebe,51.5261627,6.6995308,90,2017-12-01
Great Crested Grebe,51.5261627,6.6995308,83,2017-12-04
Great Cormorant,51.5261627,6.6995308,99,2017-12-04
Mallard,51.5261627,6.6995308,85,2017-12-04
Mallard,51.5261627,6.6995308,93,2017-12-01
Mute Swan,51.5261627,6.6995308,99,2017-12-01
Mute Swan,51.5261627,6.6995308,98,2017-12-04
White Wagtail,51.5261627,6.6995308,94,2017-12-01
Yellow-legged Gull,51.5261627,6.6995308,97,2017-12-04
Black-headed Gull,51.5270562,6.6996921,86,2018-02-11
Canada Goose,51.5270562,6.6996921,98,2018-02-11
Carrion Crow,51.5270562,6.6996921,95,2018-02-11
Eurasian Jackdaw,51.5270562,6.6996921,97,2018-02-11
Gray Heron,51.5270562,6.6996921,84,2018-02-11
Great Cormorant,51.5270562,6.6996921,78,2018-02-11
Mallard,51.5270562,6.6996921,75,2018-02-11
Mew Gull,51.5270562,6.6996921,93,2018-02-11
Mute Swan,51.5270562,6.6996921,84,2018-02-11
Yellow-legged Gull,51.5270562,6.6996921,87,2018-02-11
Eurasian Moorhen,51.4770755,6.7655343,79,2018-03-24
Alpine Accentor,51.4946333,6.8710125,87,2018-05-01
Eurasian Blackcap,51.4946333,6.8710125,89,2018-05-01
Eurasian Blackcap,51.5305057,6.8586367,78,2018-05-19
Eurasian Blue Tit,51.5295835,6.8669964,92,2018-05-19
Eurasian Blue Tit,51.5305057,6.8586367,99,2018-05-19
Carrion Crow,51.4946333,6.8710125,93,2018-05-01
Carrion Crow,51.5305057,6.8586367,93,2018-05-19
Common Chaffinch,51.5295835,6.8669964,83,2018-05-19
Common Chaffinch,51.5305057,6.8586367,99,2018-05-19
Common Chiffchaff,51.5305057,6.8586367,91,2018-05-19
Common Chiffchaff,51.4946333,6.8710125,86,2018-05-01
Common Swift,51.5305057,6.8586367,85,2018-05-19
